logg_cms2 Teff Z_sun xi aLSM bLSM aPCM bPCM chi2 Mod 
3.5  0 8 0.0857 0.2348 0.1153 0.1975 0.1374 A 
4  0 8 0.0867 0.2132 0.1131 0.18 0.1204 A 
4.5  0 8 0.0873 0.2011 0.1117 0.1703 0.1092 A 
5  0 8 0.0871 0.1951 0.1104 0.1656 0.1029 A 
3  0 8 0.0865 0.2734 0.1215 0.2292 0.1614 A 
3.5  0 8 0.0842 0.2349 0.1141 0.1972 0.1394 A 
4  0 8 0.0851 0.2104 0.1114 0.1772 0.1205 A 
4.5  0 8 0.0854 0.1967 0.1094 0.1664 0.1079 A 
5  0 8 0.0852 0.1894 0.1081 0.1605 0.1008 A 
3  0 8 0.0818 0.2836 0.1181 0.2378 0.1663 A 
3.5  0 8 0.0813 0.2383 0.1118 0.2 0.1429 A 
4  0 8 0.0827 0.2099 0.1091 0.1767 0.1219 A 
4.5  0 8 0.0837 0.1936 0.1075 0.1635 0.1076 A 
5  0 8 0.0836 0.185 0.106 0.1566 0.0993 A 
3  0 8 0.0731 0.2976 0.1114 0.2492 0.1735 A 
3.5  0 8 0.0764 0.2449 0.1078 0.2054 0.1479 A 
4  0 8 0.0801 0.2112 0.1069 0.1776 0.1248 A 
4.5  0 8 0.0816 0.1922 0.1053 0.1623 0.1086 A 
5  0 8 0.0818 0.1821 0.104 0.1541 0.0993 A 
3  0 8 0.0626 0.312 0.1034 0.2604 0.1827 A 
3.5  0 8 0.0686 0.2546 0.1015 0.2132 0.1548 A 
4  0 8 0.0754 0.2159 0.1028 0.1814 0.1291 A 
4.5  0 8 0.0787 0.1931 0.1027 0.1628 0.111 A 
5  0 8 0.0797 0.1808 0.1019 0.1528 0.1002 A 
3  0 8 0.0552 0.3233 0.098 0.2689 0.191 A 
3.5  0 8 0.059 0.2647 0.0938 0.2209 0.1633 A 
4  0 8 0.0687 0.2229 0.0972 0.1869 0.1352 A 
4.5  0 8 0.0746 0.1965 0.0994 0.1652 0.1154 A 
5  0 8 0.0764 0.1824 0.0988 0.154 0.103 A 
3  0 8 0.054 0.3316 0.0981 0.2755 0.1954 A 
3.5  0 8 0.0506 0.2725 0.0871 0.2264 0.1713 A 
4  0 8 0.0604 0.2302 0.0904 0.1925 0.142 A 
4.5  0 8 0.0686 0.2018 0.0943 0.1695 0.1205 A 
5  0 8 0.0725 0.1852 0.0957 0.156 0.107 A 
3  0 8 0.0591 0.3374 0.1039 0.2803 0.1957 A 
3.5  0 8 0.0453 0.2782 0.083 0.2305 0.177 A 
4  0 8 0.053 0.2358 0.0843 0.1964 0.1482 A 
4.5  0 8 0.0618 0.2076 0.0886 0.1738 0.1257 A 
5  0 8 0.0673 0.1899 0.0913 0.1596 0.1111 A 
3.5  0 8 0.0438 0.2826 0.0824 0.2339 0.1805 A 
4  0 8 0.048 0.239 0.0803 0.1983 0.1529 A 
4.5  0 8 0.0555 0.2118 0.0833 0.1768 0.1304 A 
5  0 8 0.0617 0.1943 0.0867 0.1629 0.1152 A 
3.5  0 8 0.0453 0.2867 0.0846 0.2371 0.1823 A 
4  0 8 0.0455 0.2415 0.0783 0.2001 0.1558 A 
4.5  0 8 0.0511 0.2138 0.0796 0.1779 0.1336 A 
5  0 8 0.0567 0.1973 0.0824 0.1648 0.1185 A 
3.5  0 8 0.0467 0.2924 0.0863 0.2423 0.1831 A 
4  0 8 0.0445 0.2443 0.0778 0.2025 0.1576 A 
4.5  0 8 0.0484 0.2152 0.0772 0.1789 0.1354 A 
5  0 8 0.0528 0.1988 0.0789 0.1658 0.1203 A 
3.5  0 8 0.0468 0.2992 0.087 0.2484 0.1843 A 
4  0 8 0.045 0.2471 0.0787 0.2047 0.1588 A 
4.5  0 8 0.0473 0.2163 0.0764 0.1797 0.1364 A 
5  0 8 0.0504 0.1992 0.0768 0.1659 0.1211 A 
3.5  0 8 0.0442 0.3075 0.0852 0.2556 0.1867 A 
4  0 8 0.0444 0.2512 0.0784 0.2084 0.16 A 
4.5  0 8 0.047 0.2176 0.0763 0.1808 0.1369 A 
5  0 8 0.0495 0.1988 0.0759 0.1655 0.1211 A 
3.5  0 8 0.0388 0.318 0.0809 0.2646 0.1908 A 
4  0 8 0.0424 0.2553 0.0767 0.2121 0.1619 A 
4.5  0 8 0.0462 0.2193 0.0755 0.1825 0.1373 A 
5  0 8 0.049 0.1986 0.0753 0.1653 0.1208 A 
4  0 8 0.0391 0.2594 0.074 0.2155 0.1647 A 
4.5  0 8 0.0451 0.2203 0.0745 0.1832 0.138 A 
5  0 8 0.0484 0.1979 0.0746 0.1649 0.1203 A 
4  0 8 0.0336 0.2648 0.0693 0.2199 0.1687 A 
4.5  0 8 0.0428 0.221 0.0723 0.1839 0.139 A 
5  0 8 0.0472 0.1969 0.0732 0.1641 0.1196 A 
4  0 8 0.0259 0.2718 0.0627 0.2256 0.1743 A 
4.5  0 8 0.0394 0.2219 0.0692 0.1844 0.1409 A 
5  0 8 0.0459 0.1949 0.0718 0.1623 0.1192 A 
4  0 8 0.0176 0.2785 0.0558 0.2304 0.1815 A 
4.5  0 8 0.034 0.224 0.0641 0.1863 0.1436 A 
5  0 8 0.0431 0.1936 0.0686 0.1615 0.1192 A 
4  0 8 0.0098 0.2843 0.0493 0.2346 0.1889 A 
4.5  0 8 0.0276 0.2264 0.0584 0.1878 0.1478 A 
5  0 8 0.0392 0.1929 0.0645 0.1609 0.1199 A 
4  0 8 0.0039 0.289 0.0444 0.238 0.1955 A 
4.5  0 8 0.02 0.2291 0.0512 0.1899 0.1525 A 
5  0 8 0.0343 0.1925 0.0597 0.1605 0.1218 A 
4.5  0 8 0.0146 0.2294 0.0466 0.1893 0.1573 A 
5  0 8 0.0289 0.1918 0.0547 0.1595 0.1246 A 
4.5  0 8 0.0102 0.2296 0.0426 0.1891 0.1613 A 
5  0 8 0.0239 0.1905 0.05 0.1578 0.1274 A 
4.5  0 8 0.0069 0.2302 0.0397 0.1892 0.1644 A 
5  0 8 0.0195 0.1892 0.0457 0.1565 0.1299 A 
4.5  0 8 0.0051 0.2307 0.0383 0.1892 0.167 A 
5  0 8 0.0165 0.1876 0.0429 0.1546 0.1319 A 
4.5  0 8 0.0029 0.2327 0.0363 0.191 0.1694 A 
5  0 8 0.0142 0.1866 0.0407 0.1535 0.1334 A 
4.5  0 8 0.0013 0.2347 0.0353 0.1922 0.1719 A 
5  0 8 0.0124 0.1863 0.039 0.1531 0.1349 A 
5  0 8 0.0104 0.1868 0.037 0.1536 0.1362 A 
5  0 8 0.009 0.1873 0.0359 0.1537 0.1376 A 
5  0 8 0.0078 0.1876 0.035 0.1536 0.1392 A 
5  0 8 0.0059 0.1888 0.0334 0.1545 0.1406 A 
5  0 8 0.0043 0.1897 0.032 0.1553 0.1423 A 
5  0 8 0.003 0.1907 0.031 0.1558 0.1439 A 
5  0 8 0.0013 0.1922 0.0296 0.1569 0.1457 A 
5  0 8     A  
0 3500        0.14 A
0.5 3500        0.1442 A
1 3500        0.1459 A
1.5 3500        0.1452 A
2 3500        0.1425 A
2.5 3500        0.1383 A
3 3500        0.1322 A
3.5 3500        0.1228 A
4 3500        0.1179 A
4.5 3500        0.1247 A
5 3500        0.1353 A
0 3750        0.122 A
0.5 3750        0.1197 A
1 3750        0.1174 A
1.5 3750        0.1154 A
2 3750        0.1135 A
2.5 3750        0.1118 A
3 3750        0.1099 A
3.5 3750        0.1058 A
4 3750        0.1035 A
4.5 3750        0.1174 A
5 3750        0.1395 A
0 4000        0.1278 A
0.5 4000        0.1264 A
1 4000        0.1228 A
1.5 4000        0.117 A
2 4000        0.1099 A
2.5 4000        0.1026 A
3 4000        0.0956 A
3.5 4000        0.0897 A
4 4000        0.0863 A
4.5 4000        0.1009 A
5 4000        0.1354 A
0 4250        0.1197 A
0.5 4250        0.1197 A
1 4250        0.1177 A
1.5 4250        0.1147 A
2 4250        0.1109 A
2.5 4250        0.1067 A
3 4250        0.1016 A
3.5 4250        0.0958 A
4 4250        0.0889 A
4.5 4250        0.0864 A
5 4250        0.1101 A
0 4500        0.107 A
0.5 4500        0.1092 A
1 4500        0.1083 A
1.5 4500        0.1054 A
2 4500        0.1016 A
2.5 4500        0.0978 A
3 4500        0.0945 A
3.5 4500        0.0915 A
4 4500        0.0881 A
4.5 4500        0.0842 A
5 4500        0.0841 A
0 4750        0.1005 A
0.5 4750        0.103 A
1 4750        0.1027 A
1.5 4750        0.1013 A
2 4750        0.0985 A
2.5 4750        0.095 A
3 4750        0.0912 A
3.5 4750        0.0877 A
4 4750        0.0843 A
4.5 4750        0.0811 A
5 4750        0.078 A
0 5000        0.1078 A
0.5 5000        0.1067 A
1 5000        0.1026 A
1.5 5000        0.101 A
2 5000        0.0978 A
2.5 5000        0.0952 A
3 5000        0.092 A
3.5 5000        0.089 A
4 5000        0.0855 A
4.5 5000        0.0821 A
5 5000        0.079 A
0 5250        0.1181 A
0.5 5250        0.1164 A
1 5250        0.1104 A
1.5 5250        0.1061 A
2 5250        0.1001 A
2.5 5250        0.0959 A
3 5250        0.0927 A
3.5 5250        0.0904 A
4 5250        0.0881 A
4.5 5250        0.0856 A
5 5250        0.0825 A
0 5500        0.1251 A
0.5 5500        0.1268 A
1 5500        0.1216 A
1.5 5500        0.1156 A
2 5500        0.1089 A
2.5 5500        0.1026 A
3 5500        0.0963 A
3.5 5500        0.0927 A
4 5500        0.0904 A
4.5 5500        0.089 A
5 5500        0.087 A
0 5750        0.109 A
0.5 5750        0.131 A
1 5750        0.1339 A
1.5 5750        0.128 A
2 5750        0.1203 A
2.5 5750        0.1122 A
3 5750        0.1042 A
3.5 5750        0.0978 A
4 5750        0.0943 A
4.5 5750        0.0928 A
5 5750        0.0915 A
0 6000        0.0963 A
0.5 6000        0.1117 A
1 6000        0.1317 A
1.5 6000        0.139 A
2 6000        0.131 A
2.5 6000        0.1229 A
3 6000        0.1141 A
3.5 6000        0.1065 A
4 6000        0.1014 A
4.5 6000        0.0975 A
5 6000        0.0964 A
0.5 6250        0.0981 A
1 6250        0.1136 A
1.5 6250        0.1381 A
2 6250        0.1401 A
2.5 6250        0.1324 A
3 6250        0.1235 A
3.5 6250        0.1154 A
4 6250        0.1091 A
4.5 6250        0.1044 A
5 6250        0.1027 A
0.5 6500        0.0959 A
1 6500        0.0993 A
1.5 6500        0.1158 A
2 6500        0.1424 A
2.5 6500        0.14 A
3 6500        0.1317 A
3.5 6500        0.1227 A
4 6500        0.1155 A
4.5 6500        0.1103 A
5 6500        0.1083 A
0.5 6750        0.099 A
1 6750        0.1003 A
1.5 6750        0.103 A
2 6750        0.1202 A
2.5 6750        0.1481 A
3 6750        0.143 A
3.5 6750        0.1321 A
4 6750        0.1243 A
4.5 6750        0.1189 A
5 6750        0.1157 A
0.5 7000        0.101 A
1 7000        0.1034 A
1.5 7000        0.1025 A
2 7000        0.105 A
2.5 7000        0.1243 A
3 7000        0.1521 A
3.5 7000        0.1377 A
4 7000        0.1301 A
4.5 7000        0.1243 A
5 7000        0.1199 A
0.5 7250        0.1032 A
1 7250        0.1063 A
1.5 7250        0.1051 A
2 7250        0.1018 A
2.5 7250        0.1048 A
3 7250        0.1274 A
3.5 7250        0.1448 A
4 7250        0.1303 A
4.5 7250        0.1265 A
5 7250        0.1205 A
0.5 7500        0.1057 A
1 7500        0.1134 A
1.5 7500        0.1125 A
2 7500        0.1088 A
2.5 7500        0.1039 A
3 7500        0.1076 A
3.5 7500        0.1304 A
4 7500        0.1447 A
4.5 7500        0.1301 A
5 7500        0.1249 A
1 7750        0.1184 A
1.5 7750        0.1202 A
2 7750        0.117 A
2.5 7750        0.1119 A
3 7750        0.1059 A
3.5 7750        0.1102 A
4 7750        0.1295 A
4.5 7750        0.1397 A
5 7750        0.1271 A
1 8000        0.1198 A
1.5 8000        0.1252 A
2 8000        0.1236 A
2.5 8000        0.119 A
3 8000        0.1136 A
3.5 8000        0.1071 A
4 8000        0.1131 A
4.5 8000        0.1278 A
5 8000        0.1308 A
1 8250        0.1182 A
1.5 8250        0.1271 A
2 8250        0.1272 A
2.5 8250        0.1239 A
3 8250        0.1195 A
3.5 8250        0.1144 A
4 8250        0.108 A
4.5 8250        0.1167 A
5 8250        0.1315 A
1 8500        0.1151 A
1.5 8500        0.1271 A
2 8500        0.1282 A
2.5 8500        0.1254 A
3 8500        0.1218 A
3.5 8500        0.118 A
4 8500        0.1137 A
4.5 8500        0.1088 A
5 8500        0.1196 A
1.5 8750        0.1271 A
2 8750        0.1289 A
2.5 8750        0.1256 A
3 8750        0.1218 A
3.5 8750        0.1186 A
4 8750        0.1157 A
4.5 8750        0.1123 A
5 8750        0.1096 A
1.5 9000        0.1281 A
2 9000        0.1301 A
2.5 9000        0.1264 A
3 9000        0.1219 A
3.5 9000        0.1183 A
4 9000        0.1155 A
4.5 9000        0.1134 A
5 9000        0.1113 A
2 9250        0.1317 A
2.5 9250        0.1274 A
3 9250        0.1224 A
3.5 9250        0.1181 A
4 9250        0.1151 A
4.5 9250        0.1131 A
5 9250        0.1115 A
2 9500        0.134 A
2.5 9500        0.1289 A
3 9500        0.1229 A
3.5 9500        0.1184 A
4 9500        0.1149 A
4.5 9500        0.1128 A
5 9500        0.1115 A
2 9750        0.137 A
2.5 9750        0.1306 A
3 9750        0.1237 A
3.5 9750        0.1186 A
4 9750        0.1152 A
4.5 9750        0.1129 A
5 9750        0.1115 A
2  0.1 2 0.1591 0.3057 0.1934 0.262 0.1405 A 
2.5  0.1 2 0.154 0.2871 0.186 0.2462 0.1332 A 
3  0.1 2 0.1538 0.2708 0.1838 0.2325 0.1249 A 
3.5  0.1 2 0.1528 0.2603 0.1813 0.2239 0.1187 A 
4  0.1 2 0.1514 0.2535 0.179 0.2183 0.115 A 
4.5  0.1 2 0.1486 0.2499 0.1759 0.2151 0.1129 A 
5  0.1 2 0.1456 0.2478 0.1723 0.2138 0.1112 A 
2  0.1 2 0.1474 0.3105 0.1828 0.2653 0.1468 A 
2.5  0.1 2 0.1417 0.2907 0.1747 0.2485 0.1387 A 
3  0.1 2 0.1424 0.2735 0.1729 0.2346 0.128 A 
3.5  0.1 2 0.144 0.2606 0.1728 0.2239 0.1198 A 
4  0.1 2 0.1447 0.2518 0.1724 0.2165 0.1148 A 
4.5  0.1 2 0.1428 0.2474 0.1698 0.2129 0.1122 A 
5  0.1 2 0.1395 0.2449 0.1664 0.2107 0.1112 A 
2  0.1 2 0.1396 0.3122 0.176 0.2657 0.1522 A 
2.5  0.1 2 0.1314 0.2912 0.1653 0.2481 0.1439 A 
3  0.1 2 0.1323 0.2732 0.1635 0.2334 0.1318 A 
3.5  0.1 2 0.1346 0.2603 0.1636 0.2234 0.1216 A 
4  0.1 2 0.1368 0.2509 0.1646 0.2155 0.1151 A 
4.5  0.1 2 0.1369 0.2452 0.1639 0.2107 0.1116 A 
5  0.1 2 0.1346 0.242 0.1613 0.2079 0.1105 A 
2.5  0.1 2 0.123 0.2905 0.1572 0.2471 0.1478 A 
3  0.1 2 0.1231 0.2712 0.1545 0.2313 0.1347 A 
3.5  0.1 2 0.1258 0.2579 0.1549 0.2208 0.1234 A 
4  0.1 2 0.1286 0.2488 0.1563 0.2136 0.1156 A 
4.5  0.1 2 0.1302 0.2428 0.157 0.2087 0.1112 A 
5  0.1 2 0.1291 0.2395 0.1556 0.2058 0.1096 A 
2.5  0.1 2 0.1167 0.2897 0.1513 0.2458 0.1511 A 
3  0.1 2 0.116 0.268 0.1475 0.2281 0.1369 A 
3.5  0.1 2 0.1186 0.2538 0.1476 0.2168 0.1247 A 
4  0.1 2 0.1215 0.2449 0.149 0.21 0.116 A 
4.5  0.1 2 0.1239 0.2391 0.1505 0.2052 0.1109 A 
5  0.1 2 0.1239 0.236 0.15 0.2027 0.1085 A 
2.5  0.1 2 0.112 0.2895 0.147 0.2451 0.1542 A 
3  0.1 2 0.1103 0.2652 0.1419 0.2253 0.1389 A 
3.5  0.1 2 0.1127 0.2492 0.1417 0.2125 0.1255 A 
4  0.1 2 0.1154 0.2401 0.1426 0.2056 0.116 A 
4.5  0.1 2 0.1179 0.2347 0.1441 0.2013 0.1103 A 
5  0.1 2 0.1188 0.2316 0.1447 0.1986 0.1074 A 
2.5  0.1 2 0.108 0.2903 0.1435 0.2453 0.157 A 
3  0.1 2 0.1058 0.2632 0.1374 0.2231 0.1409 A 
3.5  0.1 2 0.1076 0.2454 0.1364 0.2089 0.1262 A 
4  0.1 2 0.1105 0.235 0.1375 0.2007 0.116 A 
4.5  0.1 2 0.113 0.2294 0.139 0.1963 0.1098 A 
5  0.1 2 0.1138 0.2271 0.1392 0.1947 0.1063 A 
2  0.1 2 0.1313 0.3239 0.1701 0.2744 0.1625 A 
2.5  0.1 2 0.1022 0.2933 0.1384 0.2474 0.1618 A 
3  0.1 2 0.0981 0.2617 0.1302 0.2212 0.1451 A 
3.5  0.1 2 0.0995 0.2399 0.1282 0.2037 0.1285 A 
4  0.1 2 0.1021 0.2269 0.1288 0.1931 0.1167 A 
4.5  0.1 2 0.104 0.2206 0.1294 0.1882 0.1091 A 
5  0.1 2 0.1048 0.2182 0.1296 0.1867 0.1047 A 
2.5  0.1 2 0.0994 0.2969 0.1365 0.25 0.1659 A 
3  0.1 2 0.0928 0.2617 0.1253 0.2207 0.149 A 
3.5  0.1 2 0.0939 0.2362 0.1226 0.2 0.1306 A 
4  0.1 2 0.0961 0.2206 0.1224 0.1874 0.1171 A 
4.5  0.1 2 0.0972 0.2131 0.1221 0.1816 0.1086 A 
5  0.1 2 0.0978 0.21 0.1219 0.1793 0.104 A 
2.5  0.1 2 0.0996 0.3011 0.1376 0.2528 0.1692 A 
3  0.1 2 0.0888 0.2635 0.1219 0.2217 0.1527 A 
3.5  0.1 2 0.0896 0.2343 0.1186 0.1977 0.1328 A 
4  0.1 2 0.0916 0.2163 0.1178 0.1832 0.1177 A 
4.5  0.1 2 0.0926 0.207 0.1171 0.1759 0.1082 A 
5  0.1 2 0.0927 0.203 0.1164 0.1728 0.1032 A 
2.5  0.1 2 0.1006 0.308 0.1394 0.2587 0.1714 A 
3  0.1 2 0.0862 0.2661 0.1202 0.2233 0.157 A 
3.5  0.1 2 0.0857 0.2342 0.115 0.1973 0.1357 A 
4  0.1 2 0.0877 0.2137 0.1138 0.1808 0.119 A 
4.5  0.1 2 0.0891 0.2022 0.1134 0.1715 0.1083 A 
5  0.1 2 0.089 0.197 0.1124 0.1675 0.1024 A 
2.5  0.1 2 0.1013 0.3186 0.1409 0.2683 0.1726 A 
3  0.1 2 0.0843 0.2706 0.1192 0.2265 0.1614 A 
3.5  0.1 2 0.0828 0.2349 0.1125 0.1975 0.139 A 
4  0.1 2 0.0846 0.212 0.1108 0.179 0.1205 A 
4.5  0.1 2 0.0858 0.1991 0.1099 0.1687 0.1085 A 
5  0.1 2 0.0861 0.1925 0.1092 0.1633 0.1019 A 
2.5  0.1 2 0.1005 0.3324 0.1414 0.2802 0.174 A 
3  0.1 2 0.0807 0.2788 0.1165 0.2337 0.166 A 
3.5  0.1 2 0.0799 0.2375 0.1103 0.1992 0.143 A 
4  0.1 2 0.0814 0.212 0.1078 0.1787 0.1228 A 
4.5  0.1 2 0.083 0.197 0.1072 0.1665 0.1094 A 
5  0.1 2 0.0835 0.1892 0.1064 0.1602 0.1018 A 
3  0.1 2 0.0757 0.2896 0.1129 0.2426 0.1714 A 
3.5  0.1 2 0.0762 0.2425 0.1075 0.2032 0.1478 A 
4  0.1 2 0.0784 0.2132 0.1053 0.1795 0.1261 A 
4.5  0.1 2 0.0804 0.1961 0.1047 0.1654 0.1114 A 
5  0.1 2 0.081 0.1871 0.1039 0.1581 0.1028 A 
3  0.1 2 0.0688 0.3021 0.108 0.2525 0.1781 A 
3.5  0.1 2 0.0707 0.2504 0.103 0.2098 0.1532 A 
4  0.1 2 0.0753 0.2161 0.103 0.1813 0.1302 A 
4.5  0.1 2 0.0775 0.1967 0.1022 0.1656 0.1139 A 
5  0.1 2 0.0783 0.1864 0.1013 0.1573 0.1043 A 
3  0.1 2 0.0617 0.3141 0.1029 0.2618 0.1853 A 
3.5  0.1 2 0.0642 0.259 0.0982 0.2163 0.1598 A 
4  0.1 2 0.0703 0.2218 0.0988 0.1859 0.135 A 
4.5  0.1 2 0.0741 0.1992 0.0995 0.1673 0.1176 A 
5  0.1 2 0.0753 0.1873 0.0987 0.1578 0.107 A 
3  0.1 2 0.0583 0.3233 0.101 0.2691 0.1907 A 
3.5  0.1 2 0.0567 0.2677 0.0922 0.2229 0.1668 A 
4  0.1 2 0.0642 0.2284 0.0938 0.1911 0.1406 A 
4.5  0.1 2 0.0697 0.2034 0.0958 0.1705 0.122 A 
5  0.1 2 0.0717 0.1898 0.0956 0.1597 0.1104 A 
3  0.1 2 0.0601 0.3308 0.1037 0.2754 0.1927 A 
3.5  0.1 2 0.0505 0.2747 0.0873 0.2282 0.1727 A 
4  0.1 2 0.0577 0.2346 0.0886 0.1957 0.1462 A 
4.5  0.1 2 0.0643 0.2086 0.0913 0.1747 0.1263 A 
5  0.1 2 0.0678 0.1933 0.0925 0.1622 0.1139 A 
3  0.1 2 0.0656 0.3378 0.1097 0.2816 0.1915 A 
3.5  0.1 2 0.0472 0.2801 0.085 0.2324 0.177 A 
4  0.1 2 0.0519 0.2394 0.0838 0.1993 0.1508 A 
4.5  0.1 2 0.0587 0.2134 0.0866 0.1783 0.1305 A 
5  0.1 2 0.0632 0.1975 0.0886 0.1654 0.1174 A 
3  0.1 2 0.0701 0.3466 0.1144 0.29 0.1891 A 
3.5  0.1 2 0.0467 0.2848 0.0852 0.2361 0.1796 A 
4  0.1 2 0.048 0.2428 0.0806 0.2018 0.1541 A 
4.5  0.1 2 0.054 0.2166 0.0826 0.1805 0.1337 A 
5  0.1 2 0.0587 0.2008 0.0848 0.1679 0.1203 A 
3.5  0.1 2 0.0474 0.2898 0.0867 0.2402 0.1813 A 
4  0.1 2 0.0462 0.2454 0.0793 0.2038 0.1563 A 
4.5  0.1 2 0.0507 0.2182 0.0798 0.1816 0.1357 A 
5  0.1 2 0.0547 0.203 0.0812 0.1695 0.1219 A 
3.5  0.1 2 0.0465 0.2965 0.0864 0.2461 0.1831 A 
4  0.1 2 0.0454 0.2483 0.0788 0.2062 0.1578 A 
4.5  0.1 2 0.0485 0.2196 0.0778 0.1827 0.1366 A 
5  0.1 2 0.0519 0.2035 0.0786 0.1698 0.1225 A 
3.5  0.1 2 0.044 0.3036 0.0846 0.2521 0.1858 A 
4  0.1 2 0.0447 0.2511 0.0786 0.2084 0.1593 A 
4.5  0.1 2 0.0477 0.2202 0.0772 0.1831 0.1372 A 
5  0.1 2 0.0504 0.203 0.0771 0.1692 0.1223 A 
3.5  0.1 2 0.0387 0.313 0.0804 0.2602 0.1898 A 
4  0.1 2 0.0429 0.2539 0.0774 0.2105 0.1613 A 
4.5  0.1 2 0.0465 0.221 0.076 0.1839 0.1375 A 
5  0.1 2 0.0495 0.2019 0.0763 0.1681 0.1217 A 
3.5  0.1 2 0.0317 0.3243 0.0751 0.2694 0.1956 A 
4  0.1 2 0.0395 0.2571 0.0743 0.2133 0.1638 A 
4.5  0.1 2 0.0449 0.2212 0.0744 0.184 0.138 A 
5  0.1 2 0.0486 0.2004 0.0751 0.1669 0.1209 A 
4  0.1 2 0.0342 0.2616 0.0696 0.2171 0.1675 A 
4.5  0.1 2 0.0426 0.2209 0.0721 0.1837 0.1387 A 
5  0.1 2 0.0472 0.1984 0.0734 0.1654 0.12 A 
4  0.1 2 0.0273 0.2675 0.0635 0.2219 0.1724 A 
4.5  0.1 2 0.0394 0.2208 0.069 0.1836 0.1403 A 
5  0.1 2 0.0454 0.1959 0.0712 0.1633 0.1192 A 
4  0.1 2 0.019 0.2741 0.0565 0.2269 0.179 A 
4.5  0.1 2 0.0347 0.2219 0.0646 0.1844 0.1427 A 
5  0.1 2 0.043 0.1935 0.0685 0.1614 0.1191 A 
4  0.1 2 0.0105 0.2801 0.0494 0.2311 0.1862 A 
4.5  0.1 2 0.0283 0.2243 0.0586 0.1862 0.1462 A 
5  0.1 2 0.0396 0.1918 0.0649 0.16 0.1197 A 
4.5  0.1 2 0.0127 0.2269 0.0447 0.187 0.1576 A 
5  0.1 2 0.0272 0.1896 0.053 0.1573 0.125 A 
4.5  0.1 2 0.005 0.2279 0.0378 0.1869 0.1652 A 
5  0.1 2 0.0165 0.186 0.0426 0.1535 0.1307 A 
5  0.1 2 0.0118 0.1847 0.0383 0.1516 0.1346 A 
5  0.1 2 0.0081 0.1868 0.0352 0.153 0.1384 A 
5  0.1 2 0.0044 0.1895 0.0322 0.1549 0.1422 A 
5  0.1 2 0.0006 0.193 0.0291 0.1575 0.1463 A 
0 3500        0.1425 A
0.5 3500        0.1468 A
1 3500        0.1482 A
1.5 3500        0.1472 A
2 3500        0.1438 A
2.5 3500        0.1393 A
3 3500        0.1335 A
3.5 3500        0.1248 A
4 3500        0.1165 A
4.5 3500        0.1237 A
5 3500        0.1329 A
0 3750        0.1223 A
0.5 3750        0.1206 A
1 3750        0.1192 A
1.5 3750        0.118 A
2 3750        0.1168 A
2.5 3750        0.1155 A
3 3750        0.1139 A
3.5 3750        0.1098 A
4 3750        0.104 A
4.5 3750        0.1098 A
5 3750        0.1319 A
0 4000        0.1302 A
0.5 4000        0.1282 A
1 4000        0.1239 A
1.5 4000        0.1177 A
2 4000        0.1104 A
2.5 4000        0.1033 A
3 4000        0.0968 A
3.5 4000        0.0915 A
4 4000        0.0865 A
4.5 4000        0.0926 A
5 4000        0.1226 A
0 4250        0.1244 A
0.5 4250        0.1241 A
1 4250        0.1216 A
1.5 4250        0.1183 A
2 4250        0.1142 A
2.5 4250        0.1093 A
3 4250        0.1034 A
3.5 4250        0.0972 A
4 4250        0.09 A
4.5 4250        0.0848 A
5 4250        0.1008 A
0 4500        0.1116 A
0.5 4500        0.1134 A
1 4500        0.1121 A
1.5 4500        0.1092 A
2 4500        0.1053 A
2.5 4500        0.1014 A
3 4500        0.0978 A
3.5 4500        0.0946 A
4 4500        0.0911 A
4.5 4500        0.0869 A
5 4500        0.0846 A
0 4750        0.1031 A
0.5 4750        0.1055 A
1 4750        0.1057 A
1.5 4750        0.1042 A
2 4750        0.1014 A
2.5 4750        0.0979 A
3 4750        0.094 A
3.5 4750        0.0902 A
4 4750        0.0869 A
4.5 4750        0.0837 A
5 4750        0.0804 A
0 5000        0.1083 A
0.5 5000        0.1081 A
1 5000        0.1048 A
1.5 5000        0.1032 A
2 5000        0.1002 A
2.5 5000        0.0977 A
3 5000        0.0946 A
3.5 5000        0.0915 A
4 5000        0.088 A
4.5 5000        0.0844 A
5 5000        0.0811 A
0 5250        0.1193 A
0.5 5250        0.1179 A
1 5250        0.1113 A
1.5 5250        0.1077 A
2 5250        0.1023 A
2.5 5250        0.0984 A
3 5250        0.0953 A
3.5 5250        0.0931 A
4 5250        0.0904 A
4.5 5250        0.0878 A
5 5250        0.0845 A
0 5500        0.1219 A
0.5 5500        0.1284 A
1 5500        0.1231 A
1.5 5500        0.1178 A
2 5500        0.1106 A
2.5 5500        0.1036 A
3 5500        0.0983 A
3.5 5500        0.0948 A
4 5500        0.0925 A
4.5 5500        0.091 A
5 5500        0.0889 A
0 5750        0.1099 A
0.5 5750        0.1287 A
1 5750        0.1353 A
1.5 5750        0.1304 A
2 5750        0.1227 A
2.5 5750        0.1133 A
3 5750        0.1059 A
3.5 5750        0.0995 A
4 5750        0.0959 A
4.5 5750        0.0944 A
5 5750        0.0929 A
0 6000        0.0985 A
0.5 6000        0.1125 A
1 6000        0.1336 A
1.5 6000        0.1447 A
2 6000        0.1324 A
2.5 6000        0.1239 A
3 6000        0.1156 A
3.5 6000        0.1074 A
4 6000        0.1023 A
4.5 6000        0.0993 A
5 6000        0.0973 A
