logg_cms2 Teff Z_sun xi aLSM bLSM aPCM bPCM chi2 Mod 
2 5750 -4.5 2 0.252 0.2804 0.2825 0.2404 0.096 A 
2.5 5750 -4.5 2 0.2417 0.29 0.2722 0.25 0.0933 A 
3 5750 -4.5 2 0.2334 0.2975 0.2634 0.258 0.0897 A 
3.5 5750 -4.5 2 0.2228 0.3064 0.2528 0.2669 0.0889 A 
4 5750 -4.5 2 0.2173 0.3102 0.247 0.2711 0.0887 A 
4.5 5750 -4.5 2 0.1953 0.326 0.2291 0.2815 0.1041 A 
5 5750 -4.5 2 0.1725 0.341 0.2098 0.292 0.1195 A 
0 6000 -4.5 2 0.3911 0.1712 0.4049 0.1536 0.0609 A 
0.5 6000 -4.5 2 0.3957 0.1585 0.4081 0.1427 0.054 A 
1 6000 -4.5 2 0.2533 0.281 0.2809 0.2448 0.0868 A 
1.5 6000 -4.5 2 0.2434 0.2822 0.2742 0.2418 0.0999 A 
2 6000 -4.5 2 0.2412 0.2834 0.2717 0.2434 0.0959 A 
2.5 6000 -4.5 2 0.2354 0.2883 0.2656 0.2487 0.0924 A 
3 6000 -4.5 2 0.2312 0.2923 0.2602 0.2541 0.0868 A 
3.5 6000 -4.5 2 0.2227 0.2999 0.2517 0.2618 0.085 A 
4 6000 -4.5 2 0.2148 0.3063 0.244 0.2679 0.086 A 
4.5 6000 -4.5 2 0.2078 0.3105 0.2376 0.2713 0.0888 A 
5 6000 -4.5 2 0.1782 0.331 0.2132 0.285 0.1106 A 
0.5 6250 -4.5 2 0.3786 0.173 0.3912 0.157 0.056 A 
1 6250 -4.5 2 0.3842 0.16 0.3952 0.146 0.0486 A 
1.5 6250 -4.5 2 0.2472 0.2726 0.2757 0.2353 0.0939 A 
2 6250 -4.5 2 0.2292 0.288 0.2589 0.2491 0.0926 A 
2.5 6250 -4.5 2 0.2301 0.2863 0.2589 0.2485 0.0876 A 
3 6250 -4.5 2 0.2283 0.2878 0.2562 0.2511 0.0827 A 
3.5 6250 -4.5 2 0.2248 0.291 0.2518 0.2554 0.0785 A 
4 6250 -4.5 2 0.2198 0.2952 0.2466 0.2599 0.0776 A 
4.5 6250 -4.5 2 0.2087 0.3035 0.237 0.2663 0.0834 A 
5 6250 -4.5 2 0.1921 0.3159 0.223 0.2754 0.0935 A 
0.5 6500 -4.5 2 0.3569 0.1935 0.3715 0.175 0.0621 A 
1 6500 -4.5 2 0.3642 0.1766 0.3762 0.1615 0.0523 A 
1.5 6500 -4.5 2 0.3695 0.1638 0.3798 0.1507 0.0448 A 
2 6500 -4.5 2 0.2274 0.2819 0.2564 0.244 0.0925 A 
2.5 6500 -4.5 2 0.2135 0.2935 0.243 0.2548 0.0898 A 
3 6500 -4.5 2 0.2178 0.2897 0.2457 0.253 0.0829 A 
3.5 6500 -4.5 2 0.2191 0.2887 0.2458 0.2536 0.0774 A 
4 6500 -4.5 2 0.2178 0.29 0.2437 0.2559 0.0746 A 
4.5 6500 -4.5 2 0.2132 0.2936 0.2392 0.2594 0.0751 A 
5 6500 -4.5 2 0.2026 0.3013 0.2301 0.2651 0.0813 A 
0.5 6750 -4.5 2 0.3331 0.2186 0.3504 0.1965 0.07 A 
1 6750 -4.5 2 0.3385 0.1996 0.353 0.1811 0.0603 A 
1.5 6750 -4.5 2 0.3472 0.1819 0.3589 0.167 0.0497 A 
2 6750 -4.5 2 0.3541 0.168 0.3638 0.1557 0.041 A 
2.5 6750 -4.5 2 0.2107 0.2877 0.2398 0.2496 0.0912 A 
3 6750 -4.5 2 0.2032 0.2953 0.2317 0.2579 0.085 A 
3.5 6750 -4.5 2 0.2084 0.291 0.2353 0.2556 0.0787 A 
4 6750 -4.5 2 0.2106 0.2895 0.2363 0.2556 0.0745 A 
4.5 6750 -4.5 2 0.2105 0.2896 0.2358 0.2563 0.0728 A 
5 6750 -4.5 2 0.2051 0.2936 0.231 0.2596 0.0749 A 
0.5 7000 -4.5 2 0.3081 0.246 0.3286 0.2197 0.0788 A 
1 7000 -4.5 2 0.3112 0.2256 0.3292 0.2026 0.0711 A 
1.5 7000 -4.5 2 0.3197 0.2049 0.3344 0.1862 0.0592 A 
2 7000 -4.5 2 0.3305 0.1867 0.3419 0.1721 0.047 A 
2.5 7000 -4.5 2 0.3385 0.1729 0.3477 0.1611 0.0381 A 
3 7000 -4.5 2 0.1963 0.2934 0.2252 0.2555 0.0889 A 
3.5 7000 -4.5 2 0.1951 0.2958 0.2225 0.2596 0.0816 A 
4 7000 -4.5 2 0.1999 0.2922 0.2261 0.2577 0.0766 A 
4.5 7000 -4.5 2 0.2034 0.2895 0.2287 0.2562 0.0733 A 
5 7000 -4.5 2 0.2026 0.2902 0.2275 0.2574 0.0719 A 
1 7250 -4.5 2 0.2835 0.252 0.3051 0.2244 0.0833 A 
1.5 7250 -4.5 2 0.2904 0.23 0.3088 0.2064 0.0719 A 
2 7250 -4.5 2 0.3011 0.2094 0.3161 0.1902 0.0585 A 
2.5 7250 -4.5 2 0.3142 0.1915 0.3256 0.1769 0.0456 A 
3 7250 -4.5 2 0.3224 0.1791 0.3316 0.1673 0.037 A 
3.5 7250 -4.5 2 0.1826 0.2986 0.2116 0.2606 0.0888 A 
4 7250 -4.5 2 0.1869 0.2967 0.214 0.2611 0.0807 A 
4.5 7250 -4.5 2 0.1928 0.2923 0.2188 0.2582 0.076 A 
5 7250 -4.5 2 0.1936 0.2918 0.219 0.2584 0.0741 A 
1 7500 -4.5 2 0.2574 0.2752 0.2827 0.2426 0.0963 A 
1.5 7500 -4.5 2 0.2617 0.2543 0.2839 0.2258 0.0856 A 
2 7500 -4.5 2 0.2716 0.2321 0.2905 0.2079 0.0723 A 
2.5 7500 -4.5 2 0.2842 0.2129 0.2993 0.1934 0.0581 A 
3 7500 -4.5 2 0.298 0.1968 0.3098 0.1816 0.0458 A 
3.5 7500 -4.5 2 0.3062 0.1864 0.3158 0.174 0.0375 A 
4 7500 -4.5 2 0.1813 0.2963 0.2078 0.2614 0.0797 A 
4.5 7500 -4.5 2 0.1803 0.2966 0.2072 0.2613 0.0802 A 
5 7500 -4.5 2 0.1828 0.2951 0.2089 0.2608 0.0772 A 
1.5 7750 -4.5 2 0.2357 0.2744 0.2614 0.2413 0.0995 A 
2 7750 -4.5 2 0.2435 0.2531 0.2659 0.2244 0.086 A 
2.5 7750 -4.5 2 0.2545 0.2331 0.2736 0.2086 0.0723 A 
3 7750 -4.5 2 0.2691 0.2157 0.2845 0.1958 0.0586 A 
3.5 7750 -4.5 2 0.2828 0.2023 0.2952 0.1864 0.0469 A 
4 7750 -4.5 2 0.2896 0.1946 0.2998 0.1815 0.0389 A 
4.5 7750 -4.5 2 0.1687 0.3004 0.1962 0.2643 0.0836 A 
5 7750 -4.5 2 0.1713 0.2989 0.1982 0.2635 0.081 A 
1.5 8000 -4.5 2 0.2154 0.2879 0.2441 0.251 0.1117 A 
2 8000 -4.5 2 0.2195 0.269 0.245 0.2362 0.0993 A 
2.5 8000 -4.5 2 0.229 0.25 0.2512 0.2214 0.085 A 
3 8000 -4.5 2 0.241 0.2324 0.2604 0.2074 0.0723 A 
3.5 8000 -4.5 2 0.2559 0.2181 0.2717 0.1977 0.0595 A 
4 8000 -4.5 2 0.2673 0.2093 0.2799 0.193 0.0479 A 
4.5 8000 -4.5 2 0.2733 0.203 0.284 0.1893 0.0405 A 
5 8000 -4.5 2 0.1578 0.3039 0.1858 0.2671 0.0863 A 
2 8250 -4.5 2 0.201 0.2789 0.2289 0.2432 0.1101 A 
2.5 8250 -4.5 2 0.2081 0.2613 0.233 0.2293 0.0967 A 
3 8250 -4.5 2 0.2179 0.2455 0.24 0.2171 0.0837 A 
3.5 8250 -4.5 2 0.2293 0.2315 0.2487 0.2066 0.0726 A 
4 8250 -4.5 2 0.2434 0.2217 0.2594 0.2011 0.0602 A 
4.5 8250 -4.5 2 0.2533 0.2146 0.2664 0.1977 0.05 A 
5 8250 -4.5 2 0.1514 0.3035 0.1794 0.2669 0.0872 A 
1.5 8500 -4.5 2 0.1932 0.2987 0.2247 0.2583 0.1258 A 
2 8500 -4.5 2 0.1876 0.2839 0.217 0.2463 0.1177 A 
2.5 8500 -4.5 2 0.1918 0.2675 0.2185 0.2333 0.1056 A 
3 8500 -4.5 2 0.1991 0.2539 0.2233 0.2228 0.0935 A 
3.5 8500 -4.5 2 0.2087 0.2416 0.2305 0.2137 0.0826 A 
4 8500 -4.5 2 0.2192 0.2315 0.2384 0.2067 0.0726 A 
4.5 8500 -4.5 2 0.233 0.224 0.2491 0.2034 0.061 A 
5 8500 -4.5 2 0.2379 0.2219 0.2516 0.2044 0.0517 A 
2 8750 -4.5 2 0.1787 0.286 0.2088 0.2474 0.1225 A 
2.5 8750 -4.5 2 0.1798 0.2704 0.2076 0.2349 0.1113 A 
3 8750 -4.5 2 0.185 0.2578 0.2104 0.2252 0.1001 A 
3.5 8750 -4.5 2 0.1919 0.2481 0.2153 0.2179 0.0905 A 
4 8750 -4.5 2 0.2001 0.2391 0.2217 0.2114 0.0821 A 
4.5 8750 -4.5 2 0.2102 0.2323 0.2295 0.2075 0.073 A 
5 8750 -4.5 2 0.2198 0.2294 0.2361 0.2085 0.062 A 
1.5 9000 -4.5 2 0.187 0.2999 0.219 0.2589 0.1295 A 
2 9000 -4.5 2 0.1725 0.2869 0.2033 0.2475 0.1257 A 
2.5 9000 -4.5 2 0.1714 0.2711 0.1998 0.2347 0.1151 A 
3 9000 -4.5 2 0.1746 0.2588 0.2008 0.2252 0.1044 A 
3.5 9000 -4.5 2 0.1795 0.2502 0.204 0.2188 0.096 A 
4 9000 -4.5 2 0.1855 0.2435 0.2085 0.214 0.0891 A 
4.5 9000 -4.5 2 0.1926 0.2365 0.2142 0.2086 0.0829 A 
5 9000 -4.5 2 0.1998 0.2293 0.2202 0.2032 0.0775 A 
2 9250 -4.5 2 0.1678 0.2876 0.1988 0.248 0.1277 A 
2.5 9250 -4.5 2 0.1642 0.272 0.1928 0.2354 0.1175 A 
3 9250 -4.5 2 0.167 0.2586 0.1938 0.2242 0.1073 A 
3.5 9250 -4.5 2 0.1701 0.2506 0.1953 0.2184 0.0994 A 
4 9250 -4.5 2 0.1745 0.2452 0.1986 0.2143 0.0938 A 
4.5 9250 -4.5 2 0.1795 0.2404 0.2024 0.2109 0.0889 A 
5 9250 -4.5 2 0.1852 0.2347 0.207 0.2067 0.0839 A 
2 9500 -4.5 2 0.164 0.2884 0.1952 0.2485 0.1291 A 
2.5 9500 -4.5 2 0.1591 0.272 0.188 0.235 0.1194 A 
3 9500 -4.5 2 0.1606 0.2585 0.1876 0.224 0.1091 A 
3.5 9500 -4.5 2 0.1635 0.2498 0.1892 0.2169 0.1016 A 
4 9500 -4.5 2 0.1662 0.2451 0.1909 0.2134 0.0967 A 
4.5 9500 -4.5 2 0.169 0.2423 0.1927 0.2118 0.0929 A 
5 9500 -4.5 2 0.1731 0.2382 0.1961 0.2087 0.0893 A 
2 9750 -4.5 2 0.1604 0.2896 0.1917 0.2496 0.1304 A 
2.5 9750 -4.5 2 0.1549 0.2718 0.184 0.2347 0.1209 A 
3 9750 -4.5 2 0.1551 0.2583 0.1822 0.2236 0.1105 A 
3.5 9750 -4.5 2 0.1572 0.2496 0.1829 0.2166 0.1028 A 
4 9750 -4.5 2 0.1596 0.2444 0.1846 0.2124 0.0983 A 
4.5 9750 -4.5 2 0.1611 0.2422 0.1854 0.211 0.0957 A 
5 9750 -4.5 2 0.1632 0.2401 0.1868 0.2097 0.0932 A 
2 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
2.5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
3.5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
4 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
4.5 -4.5       A  
5 -4.5       A  
5 -4.5       A  
5 -4.5       A  
5 -4.5       A  
5 -4.5       A  
0 3500 -4 2 0.6187 0.2351 0.6411 0.2058 0.078 A 
0.5 3500 -4 2 0.4904 0.3313 0.5236 0.2885 0.1268 A 
1 3500 -4 2 0.316 0.4509 0.3624 0.3913 0.1875 A 
1.5 3500 -4 2 0.1958 0.5178 0.25 0.4483 0.2218 A 
2 3500 -4 2 0.1431 0.5238 0.1999 0.4512 0.2339 A 
2.5 3500 -4 2 0.1318 0.5011 0.1865 0.4312 0.2232 A 
3 3500 -4 2 0.1419 0.4726 0.192 0.4083 0.1963 A 
0 3750 -4 2 0.4371 0.3218 0.4764 0.2719 0.1722 A 
0.5 3750 -4 2 0.3835 0.3436 0.421 0.2961 0.171 A 
1 3750 -4 2 0.3253 0.3517 0.3614 0.3062 0.1641 A 
1.5 3750 -4 2 0.235 0.3804 0.2737 0.3309 0.1546 A 
2 3750 -4 2 0.1335 0.4287 0.1792 0.3694 0.1649 A 
2.5 3750 -4 2 0.0805 0.4577 0.1324 0.39 0.1874 A 
3 3750 -4 2 0.0678 0.4694 0.1218 0.399 0.1922 A 
3.5 3750 -4 2 0.0746 0.461 0.1279 0.3916 0.1918 A 
0 4000 -4 2 0.4358 0.187 0.4528 0.1649 0.0558 A 
0.5 4000 -4 2 0.3784 0.2362 0.3999 0.2082 0.0659 A 
1 4000 -4 2 0.3212 0.2845 0.3475 0.25 0.0785 A 
1.5 4000 -4 2 0.2701 0.3258 0.3013 0.2848 0.0938 A 
2 4000 -4 2 0.209 0.349 0.2471 0.2994 0.134 A 
2.5 4000 -4 2 0.1113 0.4089 0.16 0.3457 0.1844 A 
3 4000 -4 2 0.0446 0.4454 0.1009 0.3725 0.2231 A 
3.5 4000 -4 2 0.0183 0.4596 0.078 0.3824 0.2397 A 
4 4000 -4 2 0.0154 0.4683 0.0758 0.3899 0.2391 A 
4.5 4000 -4 2 0.7258 0.0983 0.7312 0.0912 0.0258 A 
0 4250 -4 2 0.4042 0.2043 0.4251 0.177 0.0657 A 
0.5 4250 -4 2 0.3539 0.2447 0.3806 0.2098 0.0826 A 
1 4250 -4 2 0.299 0.2903 0.3315 0.2476 0.0996 A 
1.5 4250 -4 2 0.2537 0.3259 0.2912 0.2766 0.1161 A 
2 4250 -4 2 0.2158 0.3534 0.2573 0.2989 0.1329 A 
2.5 4250 -4 2 0.1849 0.3582 0.2281 0.3019 0.1514 A 
3 4250 -4 2 0.1201 0.3815 0.1687 0.3185 0.1904 A 
3.5 4250 -4 2 0.054 0.4076 0.1081 0.3381 0.2258 A 
4 4250 -4 2 0.0176 0.4171 0.0746 0.3443 0.247 A 
0 4500 -4 2 0.379 0.2181 0.4022 0.1878 0.0752 A 
0.5 4500 -4 2 0.343 0.2447 0.3708 0.2084 0.0901 A 
1 4500 -4 2 0.302 0.2773 0.3346 0.2346 0.104 A 
1.5 4500 -4 2 0.2603 0.3107 0.2978 0.2614 0.119 A 
2 4500 -4 2 0.2289 0.334 0.2697 0.2803 0.1312 A 
2.5 4500 -4 2 0.1969 0.3567 0.2409 0.2989 0.1438 A 
3 4500 -4 2 0.1813 0.3528 0.2237 0.2976 0.1487 A 
3.5 4500 -4 2 0.1316 0.3694 0.1783 0.3089 0.1812 A 
4 4500 -4 2 0.0758 0.3866 0.1257 0.3224 0.2086 A 
4.5 4500 -4 2 0.0271 0.4042 0.0822 0.3337 0.2408 A 
5 4500 -4 2     A  
0 4750 -4 2 0.3576 0.2276 0.3823 0.1954 0.0828 A 
0.5 4750 -4 2 0.3308 0.2463 0.3591 0.2093 0.0942 A 
1 4750 -4 2 0.304 0.2665 0.3355 0.2252 0.1031 A 
1.5 4750 -4 2 0.2702 0.2939 0.3056 0.2474 0.1141 A 
2 4750 -4 2 0.2365 0.3218 0.2755 0.2705 0.1238 A 
2.5 4750 -4 2 0.2112 0.3411 0.2521 0.2874 0.1308 A 
3 4750 -4 2 0.1932 0.3542 0.2346 0.2999 0.1336 A 
3.5 4750 -4 2 0.1693 0.3634 0.2134 0.3057 0.1527 A 
4 4750 -4 2 0.1377 0.3657 0.183 0.307 0.1715 A 
4.5 4750 -4 2 0.0933 0.376 0.1403 0.3155 0.1892 A 
5 4750 -4 2 0.0517 0.385 0.1018 0.3209 0.2142 A 
0 5000 -4 2 0.3366 0.2368 0.3626 0.2029 0.0894 A 
0.5 5000 -4 2 0.3229 0.2445 0.3503 0.2087 0.0931 A 
1 5000 -4 2 0.2998 0.2613 0.3301 0.2217 0.1019 A 
1.5 5000 -4 2 0.2753 0.2811 0.3083 0.2379 0.1078 A 
2 5000 -4 2 0.2488 0.3038 0.2847 0.2566 0.1141 A 
2.5 5000 -4 2 0.2259 0.3234 0.2631 0.2744 0.1171 A 
3 5000 -4 2 0.2052 0.3392 0.2444 0.2877 0.1247 A 
3.5 5000 -4 2 0.1878 0.3495 0.229 0.2955 0.135 A 
4 5000 -4 2 0.1608 0.3646 0.2052 0.3064 0.1526 A 
4.5 5000 -4 2 0.123 0.3813 0.1716 0.3179 0.1788 A 
5 5000 -4 2 0.1008 0.3751 0.1467 0.3158 0.1795 A 
0 5250 -4 2 0.3161 0.246 0.3434 0.2105 0.0954 A 
0.5 5250 -4 2 0.3082 0.2486 0.3364 0.2119 0.0972 A 
1 5250 -4 2 0.295 0.2575 0.3245 0.219 0.0993 A 
1.5 5250 -4 2 0.2757 0.2726 0.3074 0.2311 0.1043 A 
2 5250 -4 2 0.2558 0.2905 0.2889 0.2471 0.1047 A 
2.5 5250 -4 2 0.2372 0.3071 0.2714 0.2622 0.1058 A 
3 5250 -4 2 0.2205 0.3213 0.2556 0.2752 0.1078 A 
3.5 5250 -4 2 0.2031 0.3337 0.24 0.2853 0.1157 A 
4 5250 -4 2 0.1909 0.3397 0.229 0.2896 0.1242 A 
4.5 5250 -4 2 0.1631 0.3545 0.205 0.2996 0.1443 A 
5 5250 -4 2 0.1176 0.3825 0.1656 0.3198 0.1736 A 
0 5500 -4 2 0.2894 0.2626 0.3184 0.2248 0.1006 A 
0.5 5500 -4 2 0.289 0.2584 0.3182 0.2204 0.1004 A 
1 5500 -4 2 0.283 0.261 0.3129 0.222 0.1002 A 
1.5 5500 -4 2 0.2717 0.2693 0.3023 0.2292 0.0996 A 
2 5500 -4 2 0.2579 0.2815 0.2891 0.2407 0.0979 A 
2.5 5500 -4 2 0.243 0.295 0.2748 0.2532 0.0978 A 
3 5500 -4 2 0.2292 0.3068 0.2613 0.2647 0.0973 A 
3.5 5500 -4 2 0.2178 0.3169 0.2504 0.274 0.098 A 
4 5500 -4 2 0.2014 0.3279 0.2362 0.2821 0.1077 A 
4.5 5500 -4 2 0.179 0.3419 0.2175 0.2913 0.1247 A 
5 5500 -4 2 0.1512 0.3581 0.1935 0.3026 0.1441 A 
0 5750 -4 2 0.405 0.1601 0.4191 0.1421 0.0602 A 
0.5 5750 -4 2 0.2707 0.272 0.2989 0.2352 0.0935 A 
1 5750 -4 2 0.2637 0.2712 0.2944 0.231 0.1031 A 
1.5 5750 -4 2 0.2602 0.2728 0.2908 0.2329 0.0997 A 
2 5750 -4 2 0.2523 0.2797 0.2828 0.2396 0.0961 A 
2.5 5750 -4 2 0.2428 0.2882 0.2731 0.2485 0.0925 A 
3 5750 -4 2 0.2339 0.2961 0.2639 0.2567 0.09 A 
3.5 5750 -4 2 0.2226 0.3058 0.2527 0.2662 0.0892 A 
4 5750 -4 2 0.2124 0.3134 0.2433 0.2728 0.0926 A 
4.5 5750 -4 2 0.1955 0.325 0.2292 0.2807 0.1038 A 
5 5750 -4 2 0.1731 0.3397 0.2102 0.291 0.119 A 
0 6000 -4 2 0.3908 0.1715 0.4047 0.1537 0.0614 A 
0.5 6000 -4 2 0.3955 0.1588 0.4079 0.143 0.0545 A 
1 6000 -4 2 0.2689 0.2609 0.2968 0.2246 0.0957 A 
1.5 6000 -4 2 0.2437 0.2812 0.2745 0.241 0.0999 A 
2 6000 -4 2 0.2415 0.2828 0.2719 0.243 0.0954 A 
2.5 6000 -4 2 0.2379 0.2855 0.2675 0.2467 0.0903 A 
3 6000 -4 2 0.2324 0.2903 0.2612 0.2525 0.0858 A 
3.5 6000 -4 2 0.2263 0.2956 0.2545 0.2586 0.0825 A 
4 6000 -4 2 0.222 0.2991 0.2496 0.2628 0.0807 A 
4.5 6000 -4 2 0.2087 0.309 0.2381 0.2702 0.088 A 
5 6000 -4 2 0.1893 0.3228 0.2221 0.2798 0.1007 A 
0.5 6250 -4 2 0.3782 0.1733 0.391 0.1571 0.0566 A 
1 6250 -4 2 0.3839 0.1602 0.3951 0.146 0.0492 A 
1.5 6250 -4 2 0.2488 0.2704 0.2769 0.2338 0.0924 A 
2 6250 -4 2 0.2297 0.2873 0.2592 0.2486 0.0922 A 
2.5 6250 -4 2 0.2315 0.2849 0.26 0.2475 0.0863 A 
3 6250 -4 2 0.2271 0.2882 0.2553 0.251 0.0839 A 
3.5 6250 -4 2 0.2262 0.2886 0.253 0.2533 0.0783 A 
4 6250 -4 2 0.2215 0.2932 0.2479 0.2584 0.0763 A 
4.5 6250 -4 2 0.2162 0.2968 0.2427 0.2619 0.0771 A 
5 6250 -4 2 0.1983 0.31 0.2278 0.2712 0.0886 A 
0.5 6500 -4 2 0.3568 0.1936 0.3715 0.175 0.0625 A 
1 6500 -4 2 0.3638 0.1771 0.3758 0.1619 0.0527 A 
1.5 6500 -4 2 0.3692 0.1641 0.3796 0.151 0.0451 A 
2 6500 -4 2 0.2284 0.2807 0.2571 0.2432 0.0916 A 
2.5 6500 -4 2 0.2141 0.2925 0.2434 0.254 0.0896 A 
3 6500 -4 2 0.2182 0.2885 0.2461 0.2518 0.0834 A 
3.5 6500 -4 2 0.2194 0.2875 0.2461 0.2524 0.0781 A 
4 6500 -4 2 0.2181 0.2893 0.244 0.2553 0.0743 A 
4.5 6500 -4 2 0.2158 0.2912 0.2412 0.2577 0.0731 A 
5 6500 -4 2 0.2057 0.2986 0.2326 0.2632 0.0787 A 
0.5 6750 -4 2 0.333 0.2187 0.3504 0.1965 0.0701 A 
1 6750 -4 2 0.3384 0.1998 0.3529 0.1813 0.0606 A 
1.5 6750 -4 2 0.3468 0.1822 0.3586 0.1672 0.05 A 
2 6750 -4 2 0.3538 0.1682 0.3635 0.1559 0.0414 A 
2.5 6750 -4 2 0.2105 0.2877 0.2396 0.2495 0.0917 A 
3 6750 -4 2 0.2035 0.2945 0.2319 0.2572 0.0852 A 
3.5 6750 -4 2 0.2082 0.2904 0.2353 0.2548 0.0797 A 
4 6750 -4 2 0.2105 0.2887 0.2364 0.2547 0.0751 A 
4.5 6750 -4 2 0.2122 0.288 0.2371 0.2552 0.0714 A 
5 6750 -4 2 0.2071 0.2918 0.2324 0.2584 0.0732 A 
0.5 7000 -4 2 0.3079 0.2461 0.3284 0.2198 0.0789 A 
1 7000 -4 2 0.3094 0.2279 0.3273 0.205 0.0706 A 
1.5 7000 -4 2 0.3194 0.2053 0.3341 0.1864 0.0596 A 
2 7000 -4 2 0.3301 0.1869 0.3418 0.172 0.0476 A 
2.5 7000 -4 2 0.3381 0.1732 0.3475 0.1612 0.0386 A 
3 7000 -4 2 0.1961 0.2933 0.2251 0.2552 0.0896 A 
3.5 7000 -4 2 0.195 0.2956 0.2225 0.2594 0.0818 A 
4 7000 -4 2 0.1997 0.292 0.226 0.2575 0.0768 A 
4.5 7000 -4 2 0.2049 0.2881 0.2298 0.2553 0.072 A 
5 7000 -4 2 0.2028 0.2896 0.2277 0.2569 0.0719 A 
1 7250 -4 2 0.2834 0.2521 0.305 0.2244 0.0834 A 
1.5 7250 -4 2 0.2902 0.2302 0.3087 0.2066 0.0722 A 
2 7250 -4 2 0.3007 0.2098 0.3157 0.1905 0.0588 A 
2.5 7250 -4 2 0.3138 0.1918 0.3253 0.1771 0.046 A 
3 7250 -4 2 0.3222 0.1791 0.3315 0.1672 0.0375 A 
3.5 7250 -4 2 0.183 0.2984 0.2118 0.2606 0.0882 A 
4 7250 -4 2 0.1869 0.2965 0.2141 0.2608 0.0806 A 
4.5 7250 -4 2 0.1942 0.2911 0.2198 0.2574 0.0748 A 
5 7250 -4 2 0.1958 0.2899 0.2207 0.2571 0.0723 A 
1 7500 -4 2 0.2573 0.2753 0.2826 0.2427 0.0964 A 
1.5 7500 -4 2 0.2616 0.2544 0.2838 0.2259 0.0858 A 
2 7500 -4 2 0.2713 0.2324 0.2903 0.2081 0.0726 A 
2.5 7500 -4 2 0.2837 0.2132 0.299 0.1937 0.0585 A 
3 7500 -4 2 0.2978 0.1968 0.3097 0.1816 0.0463 A 
3.5 7500 -4 2 0.3061 0.1863 0.3159 0.1738 0.038 A 
4 7500 -4 2 0.1822 0.2954 0.2086 0.2608 0.0791 A 
4.5 7500 -4 2 0.1812 0.2959 0.2078 0.2609 0.0794 A 
5 7500 -4 2 0.1848 0.2935 0.2105 0.2597 0.0755 A 
